SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.050489249,63,0,0.16160563,7672,4,0,1,0,1
0,0.351543712,56,0,0.509310919,13800,26,0,3,0,0
0,0.003957233,74,0,0.166399396,10600,13,0,2,0,0
0,0.088050112,50,0,0.304105993,16000,6,0,1,0,1
0,0.015408564,50,0,0.536447919,5500,11,0,1,0,3
0,0.014802218,57,0,0.251759548,8666,28,0,2,0,0
0,0,59,0,0.324010269,7400,6,0,1,0,0
0,0.695766721,37,0,1203,NA,8,0,2,0,0
0,0.040118185,67,0,0.007237406,10500,17,0,0,0,0
0,0.384608477,58,0,0.235127479,6000,9,0,0,0,5
0,0.401051631,29,0,0.34280503,10416,12,0,1,0,0
0,0.11083647,31,0,1.301340861,2833,8,0,2,0,0
0,0,68,0,0,NA,2,1,0,0,0
0,0.028667199,48,0,0.142455483,3200,14,0,1,0,0
0,0.103714071,58,0,0.234177854,9906,26,0,2,0,0
0,0.034137938,51,0,0.334181788,12178,8,0,2,0,1
0,0.9999999,51,3,0.559460039,4666,4,1,1,0,2
0,5.35695e-4,59,0,0.972507582,10220,11,0,4,0,0
0,0.718848953,46,0,0.275646572,10400,12,0,1,0,2
0,0.002631524,43,0,0.133738278,9383,4,0,2,0,1
0,0.121493925,51,0,0.033162258,2532,2,0,0,0,2
0,0.400750298,37,0,0.23100304,8224,13,0,0,0,1
0,0.14421267,67,1,0.424036005,8220,10,0,2,1,1
0,0.312876775,46,0,0.176965347,8916,4,0,1,0,3
0,0.2505186,77,0,0.363636364,4300,24,0,0,0,0
0,0.004993084,75,0,0.001681025,4758,12,0,0,0,0
0,0.154976808,58,0,0.471105252,4550,10,0,1,0,1
0,0.042641362,39,0,0.25853077,6710,6,0,1,0,0
0,0.550166473,69,0,1.213884205,7115,19,0,9,0,0
0,0,58,0,0,NA,6,0,0,0,0
0,0,36,0,2240,NA,6,0,1,0,0
0,0.092387288,62,0,0.11878087,8300,3,0,1,0,0
0,0.035171631,45,0,906,1,14,0,1,0,2
0,0.016176317,88,0,0.011042403,4527,11,0,0,0,1
0,0.037641746,73,0,0.039131982,2810,7,0,0,0,0
0,0.944441793,30,0,0.220017581,7962,13,0,0,0,0
0,0.570229656,74,0,2.330223259,3000,11,0,0,0,0
0,1.022313822,52,1,2309,NA,13,0,0,0,3
0,0.518251569,45,0,3510,NA,6,0,2,0,0
0,0.265008545,44,0,0.161936561,9583,9,0,0,0,3
0,0.073086059,40,0,0.509988033,21725,18,0,8,0,2
0,0.003612471,41,0,0.603044763,4400,6,0,1,0,1
0,0.027292011,62,0,0.039382005,3300,9,0,0,0,1
0,0.049995455,64,0,1081,NA,6,0,1,0,0
0,0.015849801,68,0,0.158384162,10000,8,0,1,0,1
0,0.011739647,53,0,0.278021576,10937,7,0,1,1,0
0,0.524998092,63,1,0.783706866,2810,15,0,1,0,0
0,0.791722138,88,0,0.258303773,3100,4,0,0,0,0
0,0.777379493,56,0,0.378770205,6000,5,0,2,0,0
0,0.011166201,74,0,0.005838198,1198,7,0,0,0,0
0,0.007548344,69,0,38,NA,7,0,0,0,0
0,0,76,0,2867,NA,5,0,2,0,0
0,0.090163661,57,0,0.192652746,12929,9,0,1,0,3
0,0.82168330999999994,46,1,1292,NA,6,0,1,0,0
0,0.558090577,46,0,3719,NA,14,0,2,0,0
0,0,55,0,0.147588193,12500,15,0,1,0,1
0,0.489063164,54,1,6367,NA,18,0,4,0,0
0,0.11698621,40,0,0.225925485,8400,15,0,2,0,2
0,0.500714272,57,0,0.398966926,12970,18,0,2,0,2
0,0.214195598,43,0,0.984308658,5416,17,0,5,0,2
0,0.00741997,34,0,475,NA,6,0,0,0,0
0,0.885556006,55,0,0.198429693,1400,1,0,0,0,0
0,0.728427157,59,0,0.154791841,3578,4,0,0,0,0
0,0.059764689,46,0,0.385325335,6500,10,0,1,0,1
0,0.622740056,43,0,0.454658001,3230,5,0,0,0,0
0,0.004047426,47,0,0.051639854,11250,3,0,0,0,2
0,0.16405971,55,0,0.268932767,4000,4,0,1,0,3
0,0.97049592,61,0,0.170324846,3416,8,0,0,0,0
0,0.6304128,44,0,0.346477924,8900,15,0,2,0,0
0,0.203512976,41,0,0.561815106,13596,15,0,6,0,0
0,0.010266439,59,0,0.061924305,10964,6,0,1,0,0
0,0.040908595,59,0,0.294341132,5000,14,0,1,0,0
0,0.596347384,58,0,0.401485788,6191,11,0,3,0,3
0,0.257038781,67,0,0.346074216,18836,17,0,2,0,1
0,0.930016789,56,1,0.668082979,4000,10,0,1,0,0
0,0.00185005,44,0,3251,NA,11,0,1,0,0
0,0.029020396,69,0,0.301267542,8835,6,0,1,0,0
0,0,62,0,0,NA,3,0,0,0,0
0,0.9999999,57,0,1478,NA,1,0,1,0,0
0,0.9999999,79,0,0.136454582,2498,2,0,0,0,0
0,0.025294801,61,0,0.359261142,5900,11,0,1,0,0
0,0,53,0,0,NA,4,0,0,0,0
0,0.010741761,46,0,0.004614675,6500,8,0,0,0,3
0,0.9999999,39,0,0,NA,0,0,0,0,0
0,0.978680879,47,1,0.751689189,2959,5,1,1,1,3
0,0.19317803,30,0,78,1,2,0,0,0,2
0,0.098509733,67,0,0.876993915,6080,12,0,2,0,0
0,0.147856385,66,0,0.319545587,3432,6,0,0,0,0
0,0.205136854,57,0,0.237690577,4000,9,0,0,0,0
0,0.214546957,82,0,2.105990783,650,19,0,1,0,0
0,0.9999999,59,1,1562,NA,2,0,0,0,2
0,0.057291918,82,0,0.120210728,4175,7,0,1,0,0
0,0.059627208,63,0,639,NA,6,0,0,0,1
0,1.011952191,24,1,0.068931069,1000,4,0,0,0,2
0,0.792387396,43,0,0.298813376,19466,9,0,2,0,2
0,0.024052754,46,0,2996,NA,15,0,1,0,0
0,0.03402339,73,0,59,0,3,0,0,0,0
0,0.164192764,53,0,0.410678972,1516,5,0,0,0,2
0,0.128612923,48,0,0.300092638,18350,10,0,2,0,2
0,0.019366021,72,1,0.004855755,3500,5,0,0,0,0
0,0.448851748,41,0,0.253955696,6319,9,0,0,0,2
0,0.9999999,24,0,0,NA,1,0,0,0,0
0,0.9999999,60,0,982,NA,3,0,2,0,0
0,0.949251488,44,0,0.904713324,4900,6,0,2,0,2
0,0.021540337,39,0,0.366558991,6500,6,0,1,0,0
0,0,66,0,289,NA,3,0,1,0,NA
0,0,54,2,0.491357044,5032,7,0,1,0,2
0,0.009999301,42,0,1020,NA,2,0,1,0,0
0,0.069946503,51,0,2105,NA,5,0,2,0,0
0,0.287303919,51,0,4178,NA,18,0,5,1,0
0,0,64,0,0.439171123,2991,5,0,2,0,0
0,0.9999999,32,1,2.169811321,900,6,0,2,1,2
0,0.018714038,29,0,0.100767754,2083,13,0,0,0,1
0,0.4153591,54,1,4319,NA,9,0,2,0,1
0,0.179820504,60,0,0.107446277,2000,3,0,0,0,0
0,0.060646451,33,1,0.259561703,12000,5,0,2,0,2
0,0.9999999,22,98,0,0,0,98,0,98,0
0,2.95559e-4,38,0,0.086375965,4792,6,0,0,0,0
0,0.166739446,73,0,1129,NA,13,0,2,0,0
0,0.381682175,49,0,2988,NA,9,0,1,0,NA
0,0.003947161,37,0,0.02121583,2450,5,0,0,0,1
0,0,36,0,0.196007081,10167,3,0,1,0,3
0,0,65,0,0.101568335,2677,3,0,0,0,0
0,0.008461177,36,1,0.178410795,2000,10,0,0,0,0
0,0.093953415,40,0,0.052471019,9833,6,0,0,1,2
0,0.037954059,49,0,0.210232285,3400,8,0,0,0,0
0,0.037399065,88,0,0.290271132,1880,2,0,0,0,0
0,0.094287785,49,0,2915,NA,10,0,2,0,NA
0,0.044473657,71,0,0.260644206,2700,27,0,1,0,0
0,0.5074985,24,0,0.264771213,2250,3,0,0,0,0
0,0.568293455,45,0,1.001619579,5556,9,0,1,0,2
0,0,67,0,0,600,10,0,0,0,1
0,0.78904909,38,2,1.199571734,2334,9,0,1,0,0
0,0.598569222,48,0,1.143856144,1000,8,0,1,0,3
0,0,27,0,0,2083,1,0,0,0,0
0,0.059228537,42,0,0.259248679,7000,10,0,1,0,0
0,0.41715952,50,1,0.586025344,11205,17,0,6,0,1
0,0.053018244,51,0,690,NA,6,0,0,0,0
0,0,70,0,0,NA,3,0,0,0,0
0,0.174040371,66,0,10050,NA,8,0,3,0,0
0,0.0190807,45,0,0.453874945,9083,6,0,1,0,2
0,0.706706956,56,0,0.373815968,5911,6,0,2,0,0
0,0.688549546,66,0,1.425940138,1302,8,0,1,0,0
0,0.03191751,50,0,0.00461503,13000,4,0,0,0,2
0,0.043496924,50,0,0.29074984,4680,12,0,1,0,2
0,0.059529365,63,0,0.761408083,2300,8,0,1,0,1
0,0.018561485,55,0,2058,NA,6,0,1,0,2
0,0.539846015,50,2,0.543845032,4800,11,0,3,0,0
0,0.647620977,39,0,0.745298738,4200,13,0,2,0,1
0,0.987012987,41,1,0.076961519,2000,3,0,0,0,0
0,0.040672317,81,0,92,NA,5,0,0,0,NA
0,0,53,0,1454,NA,11,0,1,0,0
0,0.429526901,33,0,0.50497469,5728,6,0,2,0,1
0,0.021336903,30,0,0.298233922,3000,8,0,0,0,0
0,0.965248559,40,0,0.457842113,6700,11,0,1,0,1
0,0.104199829,43,3,0.405445729,2680,6,0,1,1,3
0,0.098097639,62,0,0.179746541,8600,13,0,2,0,0
0,0.185533543,71,0,0.293834537,12050,14,0,1,0,1
0,0,37,0,0.490923441,3800,11,0,1,0,1
0,0.039900962,91,0,12,NA,1,0,0,0,0
0,0.068020493,47,0,0.539932508,8000,11,0,1,0,0
0,0.152481847,30,0,1.369794559,1800,12,0,1,0,0
0,0.114054769,40,0,0.178238008,37275,17,0,3,0,0
0,0.221421489,62,0,0.485099019,5200,10,0,1,0,0
0,0,62,2,9.998e-4,5000,6,0,0,0,1
0,0.435573474,54,0,0.792882847,2500,10,0,1,0,2
0,0.9999999,29,0,0.175898406,3700,0,1,0,0,0
0,0.024108172,46,0,0.177164567,5000,9,0,1,0,0
0,0.051349128,43,0,0.306455484,4166,6,0,1,0,1
0,0.118483412,80,0,0.039843043,16564,4,0,0,0,0
0,0.544518639,54,0,2899,NA,16,0,1,0,1
0,0.004599816,67,0,7,NA,4,0,0,0,0
0,0,55,0,0.122550766,2806,2,0,0,0,3
0,0.9999999,49,0,0.346837242,2813,5,0,1,0,0
0,0.076972671,50,0,0.23446487,8866,14,0,2,0,1
0,0.812873258,85,0,0.790345616,3500,26,0,1,0,0
0,0.9999999,42,0,0.417987773,9650,13,0,4,0,0
0,0.087935707,26,0,0.007103394,3800,6,0,0,0,0
0,0.162864544,46,1,0.16150601,12562,10,0,1,0,2
0,0.554791781,67,0,0.237529163,9000,10,0,2,0,1
0,0.04999901,72,0,0.199976473,8500,7,0,2,0,0
0,0.9999999,30,1,0.59128406,12000,12,0,4,0,0
0,0.603527929,50,0,0.163277778,17999,8,0,0,0,2
0,0.176703989,41,0,0.103203993,6210,9,0,0,0,0
0,0.134245264,62,1,0.25463693,13316,15,0,3,1,0
0,0.15696076,31,0,0.0029995,6000,1,0,0,0,1
0,0.021854644,73,0,0.171221788,10500,13,0,1,0,0
0,0.187919463,37,0,0.426653335,7000,5,0,1,0,2
0,0.976215565,64,0,2648,0,7,0,0,0,0
0,0.208575309,68,0,0.213216502,2738,8,0,0,0,1
0,0.002402306,61,0,0.33300121,14050,12,0,2,0,0
0,0.195037603,57,1,0.472239949,4700,15,0,3,0,0
0,0.9999999,90,0,0,NA,1,0,0,0,NA
0,0.202115471,69,0,0.270768547,4501,17,0,0,0,0
0,0.985334311,42,0,1.053986503,4000,5,0,2,0,0
0,0.622683706,63,1,0.347362352,3468,7,2,0,1,1
0,0.456069907,53,1,0.851885507,2200,12,0,1,0,1
0,0.001442576,63,0,1.12423e-4,8894,4,0,0,0,0
0,0.045617053,68,0,1388,NA,12,0,1,0,0
0,0.303419204,58,0,0.394630587,14116,15,0,1,0,1
0,0.045478219,42,0,0.380446858,8100,6,0,1,0,2
0,0.212358818,65,0,0.299510742,4700,9,0,1,0,1
0,0,78,0,0.215397831,9312,8,0,1,0,0
0,0.024976971,58,0,0.354169005,8910,9,0,1,0,1
0,0.356800919,62,1,0.22095788,11775,5,0,1,0,1
0,0.616216957,46,1,0.510972601,7700,8,1,1,0,3
0,0.160041998,55,0,0.168670835,12473,3,0,1,0,2
0,0.06235528,53,0,0.308296631,8400,10,0,2,0,3
0,0.060572952,50,0,0.033859303,6083,13,0,0,0,0
0,0.010833022,91,0,0.001553234,7081,3,0,0,0,0
0,0.9999999,25,0,0.198769704,2600,2,0,0,0,0
0,0.103550343,66,1,0.136572685,5000,15,0,0,0,1
0,0.06683124,50,0,0.606415793,4862,6,0,2,0,0
0,0.228882283,68,0,0.137877614,3872,6,0,0,0,0
0,0.261635998,36,0,0.145317337,5167,6,0,1,0,2
0,0.004260979,32,0,0.199005828,5833,5,0,1,0,0
0,0.663592087,41,0,0.53088918,8400,7,0,1,0,1
0,0.995300117,57,0,0.230213918,18838,9,0,1,0,0
0,0.43142852,50,0,0.242978445,10716,11,0,1,0,1
0,0.087365886,46,0,1116,NA,3,0,1,0,1
0,0.72308049,45,0,0.5667001,10966,16,0,3,0,2
0,0.029316957,44,0,0.181109063,7050,12,0,2,0,0
0,0.013463934,36,0,0.570085983,5000,8,0,1,0,0
0,0.103830338,69,0,0.506802721,2351,19,0,2,0,0
0,0.545974012,61,0,0.493126718,4000,7,0,2,0,1
0,0.691542289,48,1,0.042901291,5500,3,0,0,0,1
0,0.077314668,65,0,773,NA,6,0,1,0,0
0,0.604279997,59,0,0.570788913,9379,15,0,1,0,2
0,0.113082483,74,0,0.019063005,6189,4,0,0,0,1
0,0.577848362,47,0,0.380165289,3750,10,0,1,0,2
0,0.170572565,59,0,0.159903341,12000,5,0,1,0,2
0,0,40,0,0.313968603,10000,10,2,2,0,2
0,0.271257679,66,1,0.318541997,4416,9,0,1,0,0
0,0.011062667,66,0,314,NA,7,0,0,0,0
0,1.06947502,61,0,0.497834583,9466,17,0,2,0,2
0,0.047882136,49,0,923,NA,9,0,0,0,3
0,0.85341786,47,0,5435,0,10,0,1,0,3
0,0.292141572,30,0,0.163278907,3000,5,0,0,0,3
0,0.067758399,43,0,0.608809768,17525,18,0,10,0,3
0,0.031652756,45,0,0.755002327,4297,7,0,2,0,1
0,0,22,0,0,1,2,0,0,0,0
0,0.153759921,70,0,0.322885707,3700,11,0,1,0,0
0,0.125490102,36,1,0.323488694,6500,16,0,2,0,2
0,0.002472188,74,0,58,NA,9,0,0,0,0
0,0.9999999,53,0,0.632564214,2296,8,0,1,0,0
0,0.016484079,37,0,1449,NA,8,0,1,0,0
0,0.003492909,36,0,2779,NA,9,0,2,0,0
0,0.184703453,54,0,0.28532829,3700,16,0,1,0,0
0,0.063077188,36,0,3662,NA,10,0,1,0,1
0,0.888497446,52,0,0.402227889,7450,7,0,0,0,0
0,0.017293807,40,0,0.279836008,20000,16,0,2,0,3
0,0.064815076,74,0,681,NA,14,0,1,0,0
0,0.142479275,58,0,0.257018393,6197,14,0,2,0,0
0,0.03541707,26,0,0.652862363,820,6,0,0,0,0
0,0.041492976,69,0,0.472806607,6416,5,0,2,0,1
0,0.153271866,38,0,417,NA,19,0,0,0,0
0,0.044111543,46,0,35,NA,4,0,0,0,NA
0,0,46,0,0.190414085,9200,5,0,1,0,2
0,0.591557119,51,0,0.041384799,2512,4,1,0,0,2
0,0.16579171,67,0,0.302989552,9666,8,0,1,0,0
0,0.039377048,37,0,2407,NA,5,0,2,0,0
0,0.589426322,65,0,0.674749434,3092,12,0,1,0,0
0,0.009932023,31,0,0.383504371,7892,17,0,2,0,1
0,0.049625599,62,0,907,NA,9,0,1,0,0
0,0.148052461,71,0,0.403607911,4600,12,0,1,0,2
0,0.9999999,27,0,0,1,1,0,0,0,0
0,0.195680863,44,0,5148,NA,19,0,2,0,2
0,0.125994005,60,0,3068,NA,16,0,1,0,0
0,0.283701482,53,1,0.514631685,990,6,0,0,0,0
0,0.014873899,60,0,0.312127464,8723,14,0,2,0,0
0,0.128967896,56,0,0.342557252,4191,12,0,1,0,2
0,0.15239238,46,0,0.327177732,11100,6,0,2,0,3
0,0.564183835,36,0,0.30964303,12381,13,0,2,0,0
0,0.723190597,82,0,0.329008451,8400,15,0,0,0,0
0,0.007936415,48,0,0.247378947,16500,17,0,2,0,4
0,0.149550374,51,0,0.478805652,3750,17,0,1,0,2
0,0,83,0,0,NA,5,0,0,0,0
0,1073,31,0,21.46341463,40,4,0,1,0,0
0,0.477744939,62,0,1.012704687,3541,12,0,2,1,0
0,0.720619394,60,0,3636,NA,6,0,2,0,0
0,0.029268105,76,0,3622,NA,12,0,2,0,0
0,0.225451223,56,0,0.183715107,10782,13,0,1,0,2
0,0.18092044,38,0,0.595346301,5500,8,0,2,0,1
0,0.138060162,65,1,100,NA,2,0,0,0,NA
0,0.86029574,42,2,798,NA,4,0,0,0,1
0,0.120138788,41,0,0.282826724,6480,8,0,0,0,2
0,0.197752651,53,0,0.375202812,7395,17,0,2,0,2
0,0.990002631,45,4,0.464536058,8416,10,1,3,1,0
0,0.234573288,50,0,0.559078161,8200,12,0,3,0,2
0,0.20854397,49,0,0.080821248,6136,3,0,0,0,2
0,0.715559563,44,1,5.899057873,742,9,0,2,0,2
0,0.043061603,45,0,0.061439284,7600,4,0,0,0,1
0,0.493654334,35,0,0.318798095,5457,9,0,1,0,1
0,0.621896517,59,0,0.12681638,9083,3,0,0,0,0
0,0.479765226,30,0,0.155601128,3900,9,0,0,0,0
0,0.036264249,44,0,0.580302063,4700,7,0,2,0,3
0,0.046205303,62,0,0.176066846,3350,5,0,0,0,1
0,0.072062192,50,0,3590,NA,11,0,3,0,NA
0,0.004999667,69,0,2551,NA,6,0,2,0,NA
0,0.033203829,71,0,0.318874019,6500,11,0,1,0,0
0,0.796410179,48,1,0.28336731,8338,9,0,2,0,3
0,0.612774451,28,0,81,0,1,0,0,0,0
0,0.104939571,40,0,0.614518568,5950,15,0,3,0,2
0,0.020076259,24,0,0.640682095,820,6,0,0,0,0
0,0.043419667,48,0,0.118888111,10000,10,0,1,0,0
0,0.179763227,51,1,0.325722274,2145,9,0,0,0,1
0,0.740209965,74,0,0.110458911,3747,6,0,0,0,0
0,0.331377439,46,0,0.324328683,12400,13,0,2,0,2
0,0.054637814,83,0,0.01211754,3300,1,0,0,0,0
0,0.002559918,58,0,0.168769341,4200,8,0,1,0,0
0,0.535892821,33,0,0.785134291,1600,4,0,1,0,2
0,0.030407262,81,0,0.461512829,3000,19,0,1,0,0
0,0.105369043,66,0,0.212673506,8284,18,0,1,0,0
0,0.023056013,58,0,0.00979804,5000,5,0,0,0,2
0,0.296851574,39,1,0.042307692,2339,4,5,0,0,1
0,0.418799684,68,0,0.380771061,2100,7,0,0,0,1
0,0.257643937,67,0,200,NA,4,0,0,0,0
0,0,41,0,0.160198456,9069,5,0,1,0,2
0,0.161701082,52,0,0.452377381,13333,19,0,2,0,1
0,0.869216031,49,0,0.271004648,5593,8,1,0,1,4
0,0.436356364,48,0,0.182485207,4224,6,0,0,0,0
0,0.010572106,70,0,0.544291142,5000,12,0,1,0,0
0,0.009058646,42,0,0.47782503,3291,5,0,1,0,0
0,0.182890855,31,1,0.184163167,5000,8,0,0,0,0
0,0.040569321,33,0,0.751292186,3288,9,0,1,0,1
0,0.356772002,30,0,0.155351937,2400,5,0,0,0,2
0,0.150406011,40,1,0.116376725,5000,4,0,0,1,2
0,0.804108439,59,0,0.46178629,5586,5,0,1,0,1
0,0.289614277,59,0,0.357564743,2200,6,0,0,0,0
0,0.322490335,50,0,71,NA,2,0,0,0,0
0,0.071306766,79,0,629,NA,5,0,0,0,0
0,0,36,0,0.786386028,2232,4,0,1,0,0
0,0.009508344,53,0,2114,NA,10,0,3,0,0
0,0.166973478,62,0,0.027371579,8000,9,0,0,0,0
0,0.092479244,87,0,45,NA,1,0,0,0,NA
0,0.095556126,47,0,0.25299904,8335,4,0,1,0,0
0,0.769011932,40,4,0.637272403,2800,9,0,0,0,3
0,0.224863866,70,0,0.411786104,5497,13,0,1,0,1
0,0.066510113,34,0,0.009626064,2700,2,0,0,0,0
0,0.060446017,57,0,0.275331667,5200,13,0,2,0,2
0,0.00871726,58,1,0.983189459,2200,15,0,2,0,0
0,0.838464614,46,0,0.617476505,5000,5,0,1,0,0
0,0.810380874,52,0,0.774550047,3166,7,0,1,0,0
0,0.268288619,31,0,0.481672221,3300,9,0,2,0,0
0,0.265154171,40,0,0.576440647,5500,16,0,1,0,0
0,0.05686688,74,0,0.465831095,3350,13,0,1,0,0
0,0.055792334,58,0,0.364800679,11789,18,0,1,0,1
0,0.05201364,69,0,0.015245624,7083,5,0,0,0,0
0,0.003052551,37,0,0.001894537,3166,12,0,0,0,0
0,0.341187195,55,2,3.20793069,3000,9,0,2,0,2
0,0.2028843,40,2,1242,NA,5,0,2,1,NA
0,0.74425115,41,1,0.449133718,2250,5,0,1,0,3
0,0.9999999,28,0,0.193806194,1000,4,0,0,0,0
0,0.533744376,39,0,1.163826403,4400,8,0,2,0,0
0,0.081291871,51,0,1503,NA,5,0,1,0,0
0,0.085288077,49,0,0.098654709,5574,4,0,0,0,1
0,0.017454301,43,0,0.004624422,8000,4,0,0,0,1
0,0.377652529,74,0,0.604504417,10300,9,0,2,0,0
0,0.022848023,71,0,0.006300507,7300,6,0,0,0,0
0,0.776428897,40,0,0.176818656,5745,8,0,0,0,0
0,0,67,0,0,6000,4,0,0,0,0
0,0.9999999,42,0,0.349928367,5583,5,0,1,0,2
0,0.003050207,61,0,0.255265929,7595,15,0,2,0,0
0,0.023960617,49,0,0.329207332,4200,6,0,2,0,2
0,0.746003941,43,0,1.44638404,400,3,0,1,0,0
0,0.869478277,53,1,1052,NA,2,1,0,0,0
0,0.44297489,48,0,0.694515633,1950,8,0,1,0,0
0,0.083254422,63,0,900,NA,10,0,1,0,0
0,0.227916353,54,0,0.296078214,9000,11,0,1,0,3
0,0.087403599,24,0,9,NA,3,0,0,0,NA
0,0.004497751,89,0,0,NA,1,0,0,0,0
0,0.065672717,64,1,473,NA,7,0,0,0,2
0,0.004618448,37,0,0.788515017,14383,9,0,4,0,0
0,0.964711072,24,0,0.184915947,2200,6,0,0,0,1
0,0.005017831,88,0,0.120729814,5151,20,0,0,0,0
0,0.035603429,62,0,0.414195268,3000,10,0,1,0,0
0,0.004559201,34,1,1076,0,25,0,1,0,0
0,0.9999999,81,0,0.539452496,3104,4,0,2,0,0
0,0.042188586,71,0,0.017066821,3456,6,0,0,0,0
0,0.740648379,41,2,0.004640371,3447,1,1,0,0,1
0,0.00367322,90,0,1,NA,3,0,0,0,NA
0,0.032978246,72,0,0.020911752,2390,4,0,0,0,0
0,0.050676728,50,0,0.415882535,9670,9,0,2,0,2
0,0.106086701,64,0,1.534041224,1600,8,0,1,0,0
0,0.313466399,56,0,0.104643413,4500,4,0,0,0,1
0,0,30,0,0,2500,2,0,0,0,0
0,0.985244151,33,1,0.418037909,4800,12,0,0,0,1
0,0.017054866,80,0,0.098852604,10196,15,0,1,0,0
0,0.038212314,83,0,458,NA,4,0,0,0,0
0,0.011924078,36,0,0.002991027,3008,3,0,0,0,1
0,0.163283111,46,0,0.407335658,7742,7,0,1,0,2
0,0.803196803,32,1,0.101762821,2495,3,0,0,0,0
0,0.940021045,25,0,0.191635242,2916,6,0,0,0,0
0,0.533010152,50,0,0.388755571,8750,4,0,1,0,4
0,0.120065913,68,0,1709,NA,7,0,1,0,NA
0,3.14954e-4,62,0,1149,NA,8,0,1,0,0
0,0.016009533,41,0,0.357858076,2296,8,0,0,0,1
0,0.189925765,65,0,0.434930746,13500,11,0,2,0,0
0,0.737809173,40,0,0.855236468,9366,16,0,3,0,2
0,0,69,0,0.314767209,3500,8,0,3,0,0
0,0.23816649,51,0,1578,NA,14,0,1,0,1
0,0.340365963,65,0,0.574474342,6800,4,0,2,0,1
0,0.024898228,68,0,0.245629071,5833,11,0,1,0,1
0,0.807685336,40,0,0.240726125,3800,5,0,0,0,0
0,3.93396e-4,67,0,0,NA,7,0,0,0,0
0,0.003860372,78,0,0.358564144,10000,13,0,2,0,0
0,0.12581625,62,0,0.343900096,10409,18,0,1,0,0
0,0.487935924,44,0,0.55792561,7500,8,0,3,0,1
0,0.400966644,31,0,0.343892489,8333,7,0,2,0,1
0,0.003967083,63,0,0.10639468,20000,5,0,1,0,0
0,0.760820913,43,0,0.336093113,8333,7,0,2,0,4
0,0.052123524,61,0,777,0,14,0,2,0,0
0,0.9999999,29,1,375,NA,2,0,0,0,0
0,0.031051464,46,1,0.821303304,5416,11,0,3,0,2
0,4.158841159,29,1,0.560859785,4000,9,0,2,1,0
0,0.002379683,61,0,0.397150712,4000,11,0,2,0,0
0,0.968433081,33,0,0.196056651,3600,7,0,0,0,0
0,0.493706623,39,0,0.175949729,3500,7,0,0,0,1
0,0.550800674,56,0,0.350182746,14500,9,0,1,0,0
0,0.768121515,46,1,0.700185688,7000,15,0,2,0,3
0,0.0023991,74,0,3,NA,6,0,0,0,0
0,0.703286448,29,0,0.166228301,1900,2,0,0,0,2
0,0.031612912,39,0,0.310336208,8000,24,0,2,0,2
0,0.918010249,66,0,0.14291687,14350,5,0,1,0,1
0,0.197354007,55,0,0.388777051,3973,8,0,1,0,0
0,0.037250235,71,0,1413,NA,12,0,1,0,0
0,0.004480899,73,0,6.85636e-4,5833,7,0,0,0,0
0,0.302697303,25,0,0.002726447,3300,5,0,0,0,0
0,0.007896378,52,1,456,NA,16,0,1,0,NA
0,0.005092214,48,0,0.283871613,10000,11,0,3,0,1
0,0,37,0,0.088632679,5550,3,0,0,0,0
0,0.352964704,49,0,0.085485752,6000,2,0,0,0,2
0,0.004626548,74,0,1080,NA,10,0,1,0,0
0,0.038484652,49,0,0.55699544,8333,10,0,3,0,0
0,0.65087211,58,1,0.655409909,4500,23,0,1,0,0
0,0.265361383,55,2,0.271572843,10000,10,0,1,0,0
0,0.146815813,48,0,0.164466737,7575,3,0,1,0,1
0,0.071430898,39,0,2146,NA,5,0,1,0,NA
0,0.340228623,62,0,0.295856805,30000,12,0,3,0,0
0,0,45,0,0.392502403,3120,9,0,1,0,0
0,0.008763676,34,0,0.093060463,15000,5,0,1,0,0
0,0.080981431,54,0,0.186530208,3028,6,0,0,0,0
0,0.359632018,81,0,0.751784185,7005,6,0,3,0,0
0,0.9999999,47,0,0.01557058,4880,5,0,0,0,2
0,0.555725834,34,1,0.50259896,2500,10,0,1,0,0
0,0.136660159,78,0,0.012141123,7000,3,0,0,0,1
0,0.00347756,74,0,0.039996191,10500,8,0,0,0,0
0,0,84,0,0.251884495,17245,22,0,2,0,0
0,0.052157176,38,0,0.31358885,6600,7,0,1,0,2
0,0.853637691,82,0,2432,NA,17,0,0,0,0
0,0.516041773,39,0,0.837027162,6000,16,0,3,1,1
0,0,33,0,0.397767039,6000,3,0,1,0,2
0,0.209065528,57,0,2.605394605,1000,7,0,1,0,3
0,0,31,0,1.184191955,2833,15,0,2,0,0
0,0.096241593,43,0,5399,NA,23,0,2,0,0
0,0.093346969,44,0,0.268218543,12500,4,0,2,0,2
0,0.028190974,57,0,0.260386581,4500,12,0,0,0,1
0,0.374199638,32,0,0.194728471,4400,5,0,0,0,1
0,0.9999999,93,0,0,2300,1,0,0,0,0
0,0.034802393,37,0,0.47654496,8462,15,0,2,0,0
0,0.9999999,36,0,0,5166,3,0,0,0,0
0,0.426324832,36,0,0.328667833,4000,16,0,0,0,3
